unvocalized,vocalized,root,normalized,jamid,musytaq
عصد,عَصَدَ,عصد,عصد,0,1
جزف,جَزَفَ,جزف,جزف,0,1
سفك,سَفَكَ,سفك,سفك,0,1
هبش,هَبِشَ,هبش,هبش,0,1
ذرق,ذَرَقَ,ذرق,ذرق,0,1
عزب,عَزَبَ,عزب,عزب,0,1
كبس,كَبَسَ,كبس,كبس,0,1
هذب,هَذَبَ,هذب,هذب,0,1
لهث,لَهِثَ,لهث,لهث,0,1
قزم,قَزِمَ,قزم,قزم,0,1
قتم,قَتِمَ,قتم,قتم,0,1
خنز,خَنِزَ,خنز,خنز,0,1
لهب,لَهِبَ,لهب,لهب,0,1
رعش,رَعِشَ,رعش,رعش,0,1
لطع,لَطَعَ,لطع,لطع,0,1
رهق,رَهِقَ,رهق,رهق,0,1
زلج,زَلَجَ,زلج,زلج,0,1
خفت,خَفَتَ,خفت,خفت,0,1
نكه,نَكَهَ,نكه,نكه,0,1
عقل,عَقَلَ,عقل,عقل,0,1
مذق,مَذَقَ,مذق,مذق,0,1
نقه,نَقَهَ,نقه,نقه,0,1
ثبط,ثَبِطَ,ثبط,ثبط,0,1
طعم,طَعِمَ,طعم,طعم,0,1
عهد,عَهِدَ,عهد,عهد,0,1
قلم,قَلَمَ,قلم,قلم,1,0
بهر,بَهَرَ,بهر,بهر,1,0
قمع,قَمَعَ,قمع,قمع,0,1
حزم,حَزِمَ,حزم,حزم,0,1
غمض,غَمَضَ,غمض,غمض,0,1
نجل,نَجِلَ,نجل,نجل,0,1
شهب,شَهَبَ,شهب,شهب,1,0
عتق,عَتَقَ,عتق,عتق,0,1
ضجر,ضَجِرَ,ضجر,ضجر,0,1
شرح,شَرَحَ,شرح,شرح,0,1
زبد,زَبَدَ,زبد,زبد,1,0
خنث,خَنِثَ,خنث,خنث,0,1
ترب,تَرِبَ,ترب,ترب,0,1
هدل,هَدَلَ,هدل,هدل,0,1
تله,تَلِهَ,تله,تله,0,1
طهر,طَهَرَ,طهر,طهر,0,1
كتف,كَتِفَ,كتف,كتف,0,1
عطش,عَطِشَ,عطش,عطش,0,1
كتف,كَتَفَ,كتف,كتف,0,1
حرص,حَرَصَ,حرص,حرص,0,1
قشر,قَشَرَ,قشر,قشر,0,1
صفع,صَفَعَ,صفع,صفع,0,1
نكف,نَكِفَ,نكف,نكف,0,1
شحن,شَحَنَ,شحن,شحن,0,1
زنم,زَنِمَ,زنم,زنم,0,1
نوق,نَوِقَ,نوق,نوق,0,1
عور,عَوِرَ,عور,عور,0,1
سحم,سَحِمَ,سحم,سحم,0,1
ختم,خَتَمَ,ختم,ختم,0,1
سعر,سَعَرَ,سعر,سعر,0,1
قلع,قَلِعَ,قلع,قلع,1,0
حمل,حَمَلَ,حمل,حمل,1,0
صنع,صَنِعَ,صنع,صنع,0,1
نعج,نَعِجَ,نعج,نعج,0,1
قوس,قَوِسَ,قوس,قوس,1,0
دهم,دَهِمَ,دهم,دهم,0,1
نتف,نَتَفَ,نتف,نتف,0,1
قعس,قَعَسَ,قعس,قعس,0,1
سحر,سَحِرَ,سحر,سحر,1,0
نحل,نَحَلَ,نحل,نحل,0,1
دعك,دَعَكَ,دعك,دعك,0,1
صفر,صَفِرَ,صفر,صفر,1,0
سرس,سَرِسَ,سرس,سرس,0,1
عمش,عَمَشَ,عمش,عمش,0,1
خرم,خَرَمَ,خرم,خرم,0,1
غسق,غَسِقَ,غسق,غسق,0,1
سفه,سَفِهَ,سفه,سفه,0,1
نغص,نَغَصَ,نغص,نغص,0,1
حذق,حَذَقَ,حذق,حذق,0,1
هيف,هَيِفَ,هيف,هيف,0,1
نشق,نَشِقَ,نشق,نشق,0,1
حبل,حَبِلَ,حبل,حبل,0,1
فدع,فَدَعَ,فدع,فدع,0,1
هتف,هَتَفَ,هتف,هتف,0,1
حذف,حَذَفَ,حذف,حذف,0,1
فحل,فَحَلَ,فحل,فحل,0,1
لحن,لَحِنَ,لحن,لحن,0,1
سعد,سَعَدَ,سعد,سعد,0,1
خسر,خَسَرَ,خسر,خسر,0,1
قلب,قَلِبَ,قلب,قلب,0,1
رجع,رَجَعَ,رجع,رجع,0,1
نفح,نَفَحَ,نفح,نفح,0,1
دسع,دَسَعَ,دسع,دسع,0,1
هتن,هَتَنَ,هتن,هتن,0,1
عتم,عَتَمَ,عتم,عتم,0,1
كشط,كَشَطَ,كشط,كشط,0,1
نفع,نَفَعَ,نفع,نفع,0,1
عدل,عَدَلَ,عدل,عدل,0,1
كفن,كَفَنَ,كفن,كفن,0,1
قحل,قَحِلَ,قحل,قحل,0,1
بصم,بَصَمَ,بصم,بصم,0,1
حلك,حَلِكَ,حلك,حلك,0,1
عبد,عَبِدَ,عبد,عبد,0,1
حزر,حَزَرَ,حزر,حزر,0,1
سحق,سَحَقَ,سحق,سحق,0,1
نصت,نَصَتَ,نصت,نصت,0,1
عبس,عَبِسَ,عبس,عبس,0,1
طمر,طَمَرَ,طمر,طمر,1,0
خدع,خَدَعَ,خدع,خدع,0,1
صلت,صَلَتَ,صلت,صلت,0,1
حرد,حَرِدَ,حرد,حرد,0,1
طمس,طَمَسَ,طمس,طمس,0,1
ظهر,ظَهَرَ,ظهر,ظهر,0,1
طلق,طَلِقَ,طلق,طلق,0,1
حصب,حَصِبَ,حصب,حصب,0,1
صلف,صَلِفَ,صلف,صلف,0,1
صوف,صَوِفَ,صوف,صوف,1,0
ضغث,ضَغَثَ,ضغث,ضغث,0,1
ذرع,ذَرِعَ,ذرع,ذرع,0,1
صلد,صَلَدَ,صلد,صلد,0,1
كظم,كَظَمَ,كظم,كظم,0,1
سرق,سَرِقَ,سرق,سرق,0,1
ظعن,ظَعَنَ,ظعن,ظعن,1,0
ظفر,ظَفَرَ,ظفر,ظفر,0,1
ظفر,ظَفِرَ,ظفر,ظفر,0,1
حزق,حَزَقَ,حزق,حزق,0,1
ظلف,ظَلَفَ,ظلف,ظلف,0,1
قلف,قَلِفَ,قلف,قلف,0,1
ردع,رَدَعَ,ردع,ردع,0,1
عزف,عَزَفَ,عزف,عزف,0,1
طلب,طَلِبَ,طلب,طلب,0,1
لقن,لَقِنَ,لقن,لقن,1,0
غسل,غَسَلَ,غسل,غسل,1,0
طلس,طَلَسَ,طلس,طلس,0,1
طلس,طَلِسَ,طلس,طلس,0,1
يمن,يَمِنَ,يمن,يمن,0,1
غصب,غَصَبَ,غصب,غصب,0,1
صعد,صَعِدَ,صعد,صعد,0,1
لطخ,لَطَخَ,لطخ,لطخ,0,1
ضغم,ضَغَمَ,ضغم,ضغم,0,1
ضرم,ضَرِمَ,ضرم,ضرم,0,1
نحس,نَحَسَ,نحس,نحس,0,1
ضلع,ضَلَعَ,ضلع,ضلع,0,1
صقع,صَقَعَ,صقع,صقع,0,1
ضحل,ضَحَلَ,ضحل,ضحل,0,1
ضمد,ضَمَدَ,ضمد,ضمد,0,1
خنع,خَنَعَ,خنع,خنع,1,0
ضفر,ضَفَرَ,ضفر,ضفر,0,1
ضبح,ضَبَحَ,ضبح,ضبح,0,1
جوف,جَوِفَ,جوف,جوف,0,1
ندم,نَدِمَ,ندم,ندم,0,1
صفح,صَفَحَ,صفح,صفح,0,1
صهب,صَهِبَ,صهب,صهب,0,1
عبط,عَبَطَ,عبط,عبط,0,1
قصف,قَصِفَ,قصف,قصف,0,1
حدب,حَدِبَ,حدب,حدب,0,1
فرز,فَرَزَ,فرز,فرز,0,1
عتب,عَتَبَ,عتب,عتب,0,1
ضرع,ضَرِعَ,ضرع,ضرع,0,1
نجح,نَجَحَ,نجح,نجح,0,1
صقع,صَقِعَ,صقع,صقع,0,1
صلب,صَلَبَ,صلب,صلب,0,1
شرط,شَرِطَ,شرط,شرط,0,1
شرع,شَرَعَ,شرع,شرع,0,1
دعث,دَعِثَ,دعث,دعث,0,1
لفح,لَفَحَ,لفح,لفح,0,1
شرق,شَرِقَ,شرق,شرق,0,1
شرك,شَرِكَ,شرك,شرك,0,1
حنق,حَنِقَ,حنق,حنق,0,1
شره,شَرِهَ,شره,شره,0,1
طرح,طَرَحَ,طرح,طرح,0,1
نصف,نَصَفَ,نصف,نصف,0,1
شعث,شَعِثَ,شعث,شعث,0,1
جيد,جَيِدَ,جيد,جيد,0,1
دمل,دَمِلَ,دمل,دمل,1,0
تلع,تَلَعَ,تلع,تلع,0,1
شجن,شَجِنَ,شجن,شجن,0,1
شغف,شَغَفَ,شغف,شغف,0,1
عجف,عَجَفَ,عجف,عجف,0,1
شحط,شَحَطَ,شحط,شحط,0,1
تلع,تَلِعَ,تلع,تلع,0,1
ردم,رَدَمَ,ردم,ردم,0,1
بهت,بَهَتَ,بهت,بهت,0,1
زرب,زَرِبَ,زرب,زرب,0,1
رتل,رَتِلَ,رتل,رتل,0,1
عضل,عَضِلَ,عضل,عضل,0,1
شعل,شَعَلَ,شعل,شعل,1,0
شمع,شَمَعَ,شمع,شمع,0,1
جهم,جَهَمَ,جهم,جهم,0,1
دغش,دَغَشَ,دغش,دغش,0,1
طبق,طَبِقَ,طبق,طبق,1,0
عبث,عَبِثَ,عبث,عبث,0,1
مسخ,مَسَخَ,مسخ,مسخ,0,1
طحل,طَحِلَ,طحلب,طحل,0,1
طحن,طَحَنَ,طحن,طحن,0,1
طمث,طَمَثَ,طمن,طمث,0,1
طمع,طَمِعَ,طمع,طمع,0,1
خضب,خَضَبَ,خضب,خضب,0,1
طنب,طَنِبَ,طنب,طنب,1,0
نبز,نَبَزَ,نبز,نبز,0,1
رمض,رَمِضَ,رمض,رمض,0,1
قسم,قَسَمَ,قسم,قسم,1,0
طرس,طَرَسَ,طرس,طرس,0,1
لفت,لَفِتَ,لفت,لفت,0,1
نغز,نَغَزَ,نغز,نغز,0,1
سرب,سَرِبَ,سرب,سرب,1,0
طرف,طَرَفَ,طرف,طرف,0,1
خبط,خَبَطَ,خبط,خبط,1,0
طرد,طَرَدَ,طرد,طرد,0,1
طمس,طَمَسَ,طمس,طمس,0,1
صدم,صَدَمَ,صدم,صدم,0,1
طبع,طَبِعَ,طبع,طبع,0,1
ضمد,ضَمِدَ,ضمد,ضمد,0,1
يسر,يَسِرَ,يسر,يسر,0,1
طفح,طَفَحَ,طفح,طفح,0,1
سرج,سَرِجَ,سرج,سرج,0,1
سرح,سَرَحَ,سرح,سرح,0,1
زعج,زَعِجَ,زعج,زعج,0,1
قصر,قَصِرَ,قصر,قصر,0,1
زلج,زَلِجَ,زلج,زلج,0,1
فعم,فَعَمَ,فعم,فعم,0,1
سحت,سَحَتَ,سحت,سحت,0,1
سكر,سَكِرَ,سكر,سكر,0,1
زيل,زَيِلَ,زيل,زيل,0,1
زور,زَوِرَ,زور,زور,0,1
قلص,قَلِصَ,قلص,قلص,0,1
ربح,رَبِحَ,ربح,ربح,0,1
رهن,رَهَنَ,رهن,رهن,0,1
صخر,صَخِرَ,صخر,صخر,1,0
غلف,غَلِفَ,غلف,غلف,1,0
نفط,نَفِطَ,نفط,نفط,0,1
حجز,حَجَزَ,حجز,حجز,0,1
برش,بَرِشَ,برش,برش,0,1
زقف,زَقَفَ,زقف,زقف,0,1
سحق,سَحِقَ,سحق,سحق,0,1
دله,دَلَهَ,دله,دله,0,1
خفر,خَفَرَ,خفر,خفر,0,1
جبه,جَبَهَ,جبه,جبه,0,1
خزن,خَزِنَ,خزن,خزن,0,1
خصم,خَصِمَ,خصم,خصم,0,1
فلج,فَلِجَ,فلج,فلج,0,1
زلع,زَلَعَ,زلع,زلع,0,1
سرع,سَرِعَ,سرع,سرع,0,1
عطس,عَطَسَ,عطس,عطس,0,1
زهد,زَهِدَ,زهد,زهد,0,1
سلم,سَلِمَ,سلم,سلم,1,0
صفد,صَفَدَ,صفد,صفد,1,0
سهد,سَهِدَ,سهد,سهد,0,1
رهق,رَهِقَ,رهق,رهق,0,1
سمن,سَمِنَ,سمن,سمن,0,1
روق,رَوِقَ,روق,روق,0,1
فرض,فَرَضَ,فرض,فرض,0,1
حذق,حَذَقَ,حذق,حذق,0,1
يتم,يَتَمَ,يتم,يتم,0,1
عذق,عَذَقَ,عذق,عذق,0,1
مدح,مَدَحَ,مدح,مدح,0,1
نطف,نَطَفَ,نطف,نطف,0,1
نمل,نَمِلَ,نمل,نمل,0,1
نحل,نَحِلَ,نحل,نحل,0,1
سلس,سَلِسَ,سلس,سلس,0,1
هدب,هَدَبَ,هدب,هدب,0,1
ذبر,ذَبِرَ,ذبر,ذبر,0,1
سكف,سَكِفَ,سكف,سكف,0,1
عطف,عَطَفَ,عطف,عطف,0,1
زهق,زَهَقَ,زهق,زهق,0,1
سنح,سَنَحَ,سنح,سنح,0,1
زبن,زَبَنَ,زبن,زبن,0,1
قرع,قَرِعَ,قرع,قرع,0,1
جنح,جَنَحَ,جنح,جنح,1,0
نهل,نَهِلَ,نهل,نهل,0,1
عبر,عَبِرَ,عبر,عبر,0,1
قرح,قَرَحَ,قرح,قرح,0,1
ضرع,ضَرَعَ,ضرع,ضرع,0,1
سبط,سَبِطَ,سبط,سبط,0,1
سعد,سَعِدَ,سعد,سعد,0,1
عزل,عَزَلَ,عزل,عزل,0,1
زرق,زَرِقَ,زرق,زرق,0,1
حصب,حَصَبَ,حصب,حصب,0,1
شحم,شَحِمَ,شحم,شحم,0,1
سفد,سَفَدَ,سفد,سفد,0,1
زرف,زَرِفَ,زرف,زرف,0,1
عدم,عَدِمَ,عدم,عدم,0,1
خزف,خَزَفَ,خزف,خزف,1,0
عرق,عَرِقَ,عرق,عرق,1,0
ضرط,ضَرَطَ,ضرط,ضرط,0,1
فتق,فَتِقَ,فتق,فتق,0,1
قصد,قَصَدَ,قصد,قصد,0,1
ضرب,ضَرَبَ,ضرب,ضرب,0,1
ملك,مَلَكَ,ملك,ملك,0,1
ضرس,ضَرِسَ,ضرس,ضرس,0,1
سجد,سَجِدَ,سجد,سجد,0,1
زلق,زَلَقَ,زلق,زلق,0,1
زرع,زَرَعَ,زرع,زرع,0,1
هبط,هَبَطَ,هبط,هبط,0,1
ضرس,ضَرَسَ,ضرس,ضرس,0,1
قرب,قَرِبَ,قرب,قرب,1,0
شوس,شَوِسَ,شوس,شوس,0,1
عثر,عَثَرَ,عثر,عثر,0,1
سخن,سَخِنَ,سخن,سخن,0,1
زعل,زَعِلَ,زعل,زعل,0,1
سخر,سَخَرَ,سخر,سخر,0,1
سدر,سَدِرَ,سدر,سدر,0,1
زغب,زَغِبَ,زغب,زغب,0,1
سحر,سَحَرَ,سحر,سحر,1,0
نغل,نَغِلَ,نغل,نغل,0,1
ختن,خَتَنَ,ختن,ختن,0,1
فخذ,فَخَذَ,فخذ,فخذ,0,1
صدف,صَدِفَ,صدف,صدف,1,0
جهم,جَهِمَ,جهم,جهم,0,1
برع,بَرِعَ,برع,برع,0,1
سطع,سَطَعَ,سطع,سطع,0,1
زمر,زَمَرَ,زمر,زمر,0,1
عجن,عَجِنَ,عجن,عجن,0,1
نطح,نَطَحَ,نطح,نطح,0,1
كلح,كَلَحَ,كلح,كلح,0,1
لدغ,لَدَغَ,لدغ,لدغ,0,1
زبل,زَبَلَ,زبل,زبل,1,0
جلد,جَلَدَ,جلد,جلد,0,1
سفن,سَفَنَ,سفن,سفن,0,1
سفح,سَفَحَ,سفح,سفح,0,1
سعف,سَعَفَ,سعف,سعف,0,1
دعر,دَعِرَ,دعر,دعر,0,1
زمج,زَمِجَ,زمج,زمج,0,1
زخر,زَخَرَ,زخر,زخر,0,1
صرع,صَرَعَ,صرع,صرع,0,1
فرج,فَرَجَ,فرج,فرج,0,1
فدغ,فَدَغَ,فدغ,فدغ,0,1
غلف,غَلَفَ,غلف,غلف,1,0
فرج,فَرِجَ,فرج,فرج,0,1
صبر,صَبَرَ,صبر,صبر,0,1
فدع,فَدِعَ,فدع,فدع,0,1
لعج,لَعَجَ,لعج,لعج,0,1
غمز,غَمَزَ,غمز,غمز,0,1
فصح,فَصَحَ,فصح,فصح,0,1
جلس,جَلَسَ,جلس,جلس,0,1
هضب,هَضَبَ,هضب,هضب,0,1
رشح,رَشِحَ,رشح,رشح,0,1
عته,عَتِهَ,عته,عته,0,1
مغط,مَغَطَ,مغط,مغط,0,1
فتن,فَتَنَ,فتن,فتن,0,1
ظلع,ظَلَعَ,ظلع,ظلع,1,0
قدر,قَدَرَ,قدر,قدر,0,1
قحط,قَحَطَ,قحط,قحط,0,1
رحب,رَحِبَ,رحب,رحب,0,1
عمل,عَمِلَ,عمل,عمل,0,1
فحص,فَحَصَ,فحص,فحص,0,1
درع,دَرَعَ,درع,درع,0,1
دهر,دَهَرَ,دهر,دهر,1,0
قلع,قَلَعَ,قلع,قلع,1,0
لقف,لَقِفَ,لقف,لقف,0,1
كرع,كَرِعَ,كرع,كرع,0,1
قمص,قَمَصَ,قمص,قمص,0,1
عوز,عَوِزَ,عوز,عوز,0,1
صهر,صَهَرَ,صهر,صهر,1,0
فطح,فَطَحَ,فطح,فطح,0,1
فطر,فَطَرَ,فطر,فطر,0,1
شرب,شَرِبَ,شرب,شرب,0,1
ضجع,ضَجَعَ,ضجع,ضجع,0,1
غفق,غَفَقَ,غفق,غفق,0,1
فصل,فَصَلَ,فصل,فصل,0,1
فرح,فَرِحَ,فرح,فرح,0,1
فرس,فَرَسَ,فرس,فرس,0,1
غمق,غَمِقَ,غمق,غمق,0,1
عبث,عَبَثَ,عبث,عبث,0,1
قمط,قَمَطَ,قمط,قمط,0,1
لثم,لَثَمَ,لثم,لثم,0,1
زمر,زَمِرَ,زمر,زمر,0,1
سرح,سَرِحَ,سرح,سرح,0,1
فتل,فَتِلَ,فتل,فتل,0,1
لثغ,لَثِغَ,لثغ,لثغ,0,1
فزع,فَزِعَ,فزع,فزع,0,1
فسح,فَسَحَ,فسح,فسح,0,1
فسخ,فَسَخَ,فسخ,فسخ,0,1
شرم,شَرِمَ,شرم,شرم,0,1
فشل,فَشِلَ,فشل,فشل,0,1
رنق,رَنِقَ,رنق,رنق,0,1
فطن,فَطَنَ,فطن,فطن,0,1
فظع,فَظِعَ,فظع,فظع,0,1
فغر,فَغَرَ,فغر,فغر,0,1
دخن,دَخِنَ,دخن,دخن,0,1
عقد,عَقَدَ,عقد,عقد,0,1
شفع,شَفَعَ,شفع,شفع,0,1
زرد,زَرِدَ,زرد,زرد,0,1
فقد,فَقَدَ,فقد,فقد,0,1
خشب,خَشَبَ,خشب,خشب,1,0
حصر,حَصِرَ,حصر,حصر,0,1
فقع,فَقَعَ,فقع,فقع,0,1
فقه,فَقِهَ,فقه,فقه,0,1
لصق,لَصِقَ,لصق,لصق,1,0
قلص,قَلَصَ,قلص,قلص,0,1
قطف,قَطَفَ,قطف,قطف,1,0
دحس,دَحَسَ,دحس,دحس,0,1
فلح,فَلَحَ,فلح,فلح,0,1
رغم,رَغِمَ,رغم,رغم,0,1
فكه,فَكِهَ,فكه,فكه,0,1
غلق,غَلِقَ,غلق,غلق,0,1
فوق,فَوِقَ,فوق,فوق,1,0
شفع,شَفَعَ,شفع,شفع,0,1
قفش,قَفَشَ,قفش,قفش,0,1
ربد,رَبِدَ,ربد,ربد,1,0
فند,فَنِدَ,فند,فند,0,1
رطب,رَطِبَ,رطب,رطب,0,1
جرب,جَرِبَ,جرب,جرب,0,1
عصب,عَصَبَ,عصب,عصب,0,1
معد,مَعَدَ,معد,معد,0,1
قرد,قَرِدَ,قرد,قرد,0,1
علم,عَلِمَ,علم,علم,0,1
قبل,قَبِلَ,قبل,قبل,1,0
قتم,قَتَمَ,قتم,قتم,0,1
قدح,قَدَحَ,قدح,قدح,0,1
قتر,قَتِرَ,قتر,قتر,0,1
قبض,قَبَضَ,قبض,قبض,0,1
بطر,بَطِرَ,بطر,بطر,0,1
تسع,تَسَعَ,تسع,تسع,0,1
قذع,قَذَعَ,قذع,قذع,0,1
فرس,فَرَسَ,فرس,فرس,0,1
قدر,قَدِرَ,قدر,قدر,0,1
فقس,فَقَسَ,فقس,فقس,0,1
هرد,هَرَدَ,هرد,هرد,0,1
عسل,عَسَلَ,عسل,عسل,0,1
قمع,قَمِعَ,قمع,قمع,0,1
قرش,قَرَشَ,قرش,قرش,1,0
نزغ,نَزَغَ,نزغ,نزغ,0,1
قدم,قَدَمَ,قدم,قدم,0,1
قدم,قَدِمَ,قدم,قدم,0,1
يمن,يَمِنَ,يمن,يمن,0,1
دهم,دَهِمَ,دهم,دهم,0,1
شزر,شَزَرَ,شزر,شزر,0,1
برص,بَرِصَ,برص,برص,0,1
كشف,كَشَفَ,كشف,كشف,0,1
طحل,طَحِلَ,طحل,طحل,0,1
دبق,دَبِقَ,دبق,دبق,1,0
محص,مَحَصَ,محص,محص,0,1
خشع,خَشَعَ,خشع,خشع,0,1
كتل,كَتِلَ,كتل,كتل,0,1
ثلم,ثَلَمَ,ثلم,ثلم,0,1
سرد,سَرِدَ,سرد,سرد,0,1
برص,بَرِصَ,برص,برص,0,1
شهد,شَهِدَ,شهد,شهد,0,1
قرف,قَرَفَ,قرف,قرف,0,1
يفع,يَفَعَ,يفع,يفع,0,1
علن,عَلَنَ,علن,علن,0,1
درن,دَرِنَ,درن,درن,0,1
جوق,جَوِقَ,جوق,جوق,1,0
زفر,زَفَرَ,زفر,زفر,1,0
رهل,رَهِلَ,رهل,رهل,0,1
دمع,دَمِعَ,دمع,دمع,0,1
سغب,سَغِبَ,سغب,سغب,0,1
عرق,عَرَقَ,عرق,عرق,1,0
حبض,حَبَضَ,حبض,حبض,0,1
جفل,جَفَلَ,جفل,جفل,0,1
خسف,خَسَفَ,خسف,خسف,0,1
لغط,لَغَطَ,لغط,لغط,0,1
عطل,عَطِلَ,عطل,عطل,1,0
ينع,يَنَعَ,ينع,ينع,0,1
هضم,هَضِمَ,هضم,هضم,0,1
حطم,حَطِمَ,حطم,حطم,0,1
خضب,خَضَبَ,خضب,خضب,0,1
بدل,بَدِلَ,بدل,بدل,0,1
حسب,حَسِبَ,حسب,حسب,0,1
يبس,يَبِسَ,يبس,يبس,0,1
قصم,قَصِمَ,قصم,قصم,0,1
قصب,قَصَبَ,قصب,قصب,0,1
قصف,قَصَفَ,قصف,قصف,0,1
مرح,مَرِحَ,مرح,مرح,0,1
زرق,زَرَقَ,زرق,زرق,0,1
دعب,دَعَبَ,دعب,دعب,0,1
قذف,قَذَفَ,قذف,قذف,0,1
دبق,دَبَقَ,دبق,دبق,1,0
درب,دَرِبَ,درب,درب,1,0
فقم,فَقِمَ,فقم,فقم,0,1
سحن,سَحَنَ,سحن,سحن,0,1
رغد,رَغِدَ,رغد,رغد,0,1
قصع,قَصَعَ,قصع,قصع,1,0
هدج,هَدَجَ,هدج,هدج,0,1
دبل,دَبِلَ,دبل,دبل,0,1
ختر,خَتِرَ,ختر,ختر,0,1
قفص,قَفَصَ,قفص,قفص,0,1
سفد,سَفِدَ,سفد,سفد,0,1
نقب,نَقِبَ,نقب,نقب,0,1
قشع,قَشِعَ,قشع,قشع,0,1
بلد,بَلِدَ,بلد,بلد,0,1
قلق,قَلِقَ,قلق,قلق,0,1
نصف,نَصَفَ,نصف,نصف,0,1
عذب,عَذَبَ,عذب,عذب,0,1
قطع,قَطَعَ,قطع,قطع,0,1
زعف,زَعَفَ,زعف,زعف,0,1
سفر,سَفَرَ,سفر,سفر,1,0
ضحك,ضَحِكَ,ضحك,ضحك,0,1
قرد,قَرَدَ,قرد,قرد,0,1
فرك,فَرِكَ,فرك,فرك,0,1
زحر,زَحَرَ,زحر,زحر,0,1
نطف,نَطِفَ,نطف,نطف,0,1
قلب,قَلَبَ,قلب,قلب,0,1
قطن,قَطِنَ,قطن,قطن,0,1
يتن,يَتَنَ,يتن,يتن,0,1
عمر,عَمَرَ,عمر,عمر,0,1
فرع,فَرَعَ,فرع,فرع,0,1
فرط,فَرَطَ,فرط,فرط,0,1
فرع,فَرَعَ,فرع,فرع,0,1
فرغ,فَرَغَ,فرغ,فرغ,0,1
دعق,دَعَقَ,دعق,دعق,0,1
كذب,كَذَبَ,كذب,كذب,0,1
عزف,عَزَفَ,عزف,عزف,0,1
عقم,عَقَمَ,عقم,عقم,0,1
فصد,فَصَدَ,فصد,فصد,0,1
ندب,نَدِبَ,ندب,ندب,0,1
ضلع,ضَلِعَ,ضلع,ضلع,0,1
قشط,قَشَطَ,قشط,قشط,0,1
قعس,قَعِسَ,قعس,قعس,0,1
عرج,عَرِجَ,عرج,عرج,0,1
دعر,دَعَرَ,دعر,دعر,0,1
حرس,حَرِسَ,حرس,حرس,0,1
دهق,دَهَقَ,دهق,دهق,1,0
زفر,زَفَرَ,زفر,زفر,1,0
شنق,شَنِقَ,شنق,شنق,0,1
رشف,رَشِفَ,رشف,رشف,0,1
ثلب,ثَلِبَ,ثلب,ثلب,0,1
عطر,عَطِرَ,عطر,عطر,0,1
قسط,قَسَطَ,قسط,قسط,0,1
عوج,عَوِجَ,عوج,عوج,0,1
قسط,قَسَطَ,قسط,قسط,0,1
زهر,زَهِرَ,زهر,زهر,1,0
صنم,صَنِمَ,صنم,صنم,0,1
نهج,نَهَجَ,نهج,نهج,0,1
سبح,سَبَحَ,سبح,سبح,0,1
لزم,لَزِمَ,لزم,لزم,0,1
رجع,رَجَعَ,رجع,رجع,0,1
لعق,لَعِقَ,لعق,لعق,0,1
مته,مَتَهَ,مته,مته,0,1
دعب,دَعِبَ,دعب,دعب,0,1
لزق,لَزِقَ,لزق,لزق,0,1
لعب,لَعِبَ,لعب,لعب,0,1
حمد,حَمِدَ,حمد,حمد,0,1
عمه,عَمِهَ,عمه,عمه,0,1
لعن,لَعَنَ,لعن,لعن,0,1
ذعن,ذَعِنَ,ذعن,ذعن,0,1
لعب,لَعَبَ,لعب,لعب,0,1
غسق,غَسَقَ,غسق,غسق,0,1
لبب,لَبِبَ,لبب,لبب,0,1
نقع,نَقَعَ,نقع,نقع,0,1
ثلج,ثَلِجَ,ثلج,ثلج,0,1
كمش,كَمِشَ,كمش,كمش,0,1
كرع,كَرَعَ,كرع,كرع,0,1
كوع,كَوِعَ,كوع,كوع,0,1
زحف,زَحَفَ,زحف,زحف,0,1
لحس,لَحِسَ,لحس,لحس,0,1
محض,مَحَضَ,محض,محض,0,1
لوث,لَوِثَ,لوث,لوث,0,1
لهف,لَهِفَ,لهف,لهف,0,1
لهج,لَهِجَ,لهج,لهج,0,1
عنت,عَنِتَ,عنت,عنت,0,1
سمت,سَمَتَ,سمت,سمت,0,1
عنس,عَنَسَ,عنس,عنس,0,1
عنس,عَنِسَ,عنس,عنس,0,1
عنق,عَنِقَ,عنق,عنق,0,1
هلع,هَلِعَ,هلع,هلع,0,1
لقح,لَقِحَ,لقح,لقح,0,1
قلف,قَلَفَ,قلف,قلف,0,1
عذر,عَذَرَ,عذر,عذر,1,0
عقف,عَقَفَ,عقف,عقف,0,1
طرز,طَرِزَ,طرز,طرز,1,0
غدر,غَدِرَ,غدر,غدر,0,1
ضبط,ضَبِطَ,ضبط,ضبط,0,1
هوس,هَوِسَ,هوس,هوس,0,1
لحق,لَحِقَ,لحق,لحق,0,1
لحم,لَحِمَ,لحم,لحم,0,1
شعف,شَعَفَ,شعف,شعف,1,0
هذر,هَذِرَ,هذر,هذر,0,1
لحظ,لَحَظَ,لحظ,لحظ,0,1
لحن,لَحَنَ,لحن,لحن,0,1
نضح,نَضَحَ,نضح,نضح,0,1
حنش,حَنَشَ,حنش,حنش,1,0
لذع,لَذَعَ,لذع,لذع,0,1
لحم,لَحَمَ,لحم,لحم,0,1
لزب,لَزِبَ,لزب,لزب,0,1
حرض,حَرِضَ,حرض,حرض,0,1
غرس,غَرَسَ,غرس,غرس,0,1
مرع,مَرِعَ,مرع,مرع,0,1
مسح,مَسَحَ,مسح,مسح,0,1
عهر,عَهَرَ,عهر,عهر,1,0
فطس,فَطِسَ,فطس,فطس,0,1
