unvocalized,vocalized,jamid
هرد,هَرَدَ,0
عسل,عَسَلَ,0
قمع,قَمِعَ,0
قرش,قَرَشَ,1
نزغ,نَزَغَ,0
قدم,قَدَمَ,0
قدم,قَدِمَ,0
يمن,يَمِنَ,0
دهم,دَهِمَ,0
شزر,شَزَرَ,0
برص,بَرِصَ,0
كشف,كَشَفَ,0
طحل,طَحِلَ,0
دبق,دَبِقَ,1
محص,مَحَصَ,0
خشع,خَشَعَ,0
كتل,كَتِلَ,0
ثلم,ثَلَمَ,0
سرد,سَرِدَ,0
برص,بَرِصَ,0
شهد,شَهِدَ,0
قرف,قَرَفَ,0
يفع,يَفَعَ,0
علن,عَلَنَ,0
درن,دَرِنَ,0
جوق,جَوِقَ,1
زفر,زَفَرَ,1
رهل,رَهِلَ,0
دمع,دَمِعَ,0
سغب,سَغِبَ,0
عرق,عَرَقَ,1
حبض,حَبَضَ,0
جفل,جَفَلَ,0
خسف,خَسَفَ,0
لغط,لَغَطَ,0
عطل,عَطِلَ,1
ينع,يَنَعَ,0
هضم,هَضِمَ,0
حطم,حَطِمَ,0
خضب,خَضَبَ,0
بدل,بَدِلَ,0
حسب,حَسِبَ,0
يبس,يَبِسَ,0
قصم,قَصِمَ,0
قصب,قَصَبَ,0
قصف,قَصَفَ,0
مرح,مَرِحَ,0
زرق,زَرَقَ,0
دعب,دَعَبَ,0
قذف,قَذَفَ,0
دبق,دَبَقَ,1
درب,دَرِبَ,1
فقم,فَقِمَ,0
سحن,سَحَنَ,0
رغد,رَغِدَ,0
قصع,قَصَعَ,1
هدج,هَدَجَ,0
دبل,دَبِلَ,0
ختر,خَتِرَ,0
قفص,قَفَصَ,0
سفد,سَفِدَ,0
نقب,نَقِبَ,0
قشع,قَشِعَ,0
بلد,بَلِدَ,0
قلق,قَلِقَ,0
نصف,نَصَفَ,0
عذب,عَذَبَ,0
قطع,قَطَعَ,0
زعف,زَعَفَ,0
سفر,سَفَرَ,1
ضحك,ضَحِكَ,0
قرد,قَرَدَ,0
فرك,فَرِكَ,0
زحر,زَحَرَ,0
نطف,نَطِفَ,0
قلب,قَلَبَ,0
قطن,قَطِنَ,0
يتن,يَتَنَ,0
عمر,عَمَرَ,0
فرع,فَرَعَ,0
فرط,فَرَطَ,0
فرع,فَرَعَ,0
فرغ,فَرَغَ,0
دعق,دَعَقَ,0
كذب,كَذَبَ,0
عزف,عَزَفَ,0
عقم,عَقَمَ,0
فصد,فَصَدَ,0
ندب,نَدِبَ,0
ضلع,ضَلِعَ,0
قشط,قَشَطَ,0
قعس,قَعِسَ,0
عرج,عَرِجَ,0
دعر,دَعَرَ,0
حرس,حَرِسَ,0
دهق,دَهَقَ,1
زفر,زَفَرَ,1
شنق,شَنِقَ,0
رشف,رَشِفَ,0
ثلب,ثَلِبَ,0
عطر,عَطِرَ,0
قسط,قَسَطَ,0
عوج,عَوِجَ,0
قسط,قَسَطَ,0
زهر,زَهِرَ,1
صنم,صَنِمَ,0
نهج,نَهَجَ,0
سبح,سَبَحَ,0
لزم,لَزِمَ,0
رجع,رَجَعَ,0
لعق,لَعِقَ,0
مته,مَتَهَ,0
دعب,دَعِبَ,0
لزق,لَزِقَ,0
لعب,لَعِبَ,0
حمد,حَمِدَ,0
عمه,عَمِهَ,0
لعن,لَعَنَ,0
ذعن,ذَعِنَ,0
لعب,لَعَبَ,0
غسق,غَسَقَ,0
لبب,لَبِبَ,0
نقع,نَقَعَ,0
ثلج,ثَلِجَ,0
كمش,كَمِشَ,0
كرع,كَرَعَ,0
كوع,كَوِعَ,0
زحف,زَحَفَ,0
لحس,لَحِسَ,0
محض,مَحَضَ,0
لوث,لَوِثَ,0
لهف,لَهِفَ,0
لهج,لَهِجَ,0
عنت,عَنِتَ,0
سمت,سَمَتَ,0
عنس,عَنَسَ,0
عنس,عَنِسَ,0
عنق,عَنِقَ,0
هلع,هَلِعَ,0
لقح,لَقِحَ,0
قلف,قَلَفَ,0
عذر,عَذَرَ,1
عقف,عَقَفَ,0
طرز,طَرِزَ,1
غدر,غَدِرَ,0
ضبط,ضَبِطَ,0
هوس,هَوِسَ,0
لحق,لَحِقَ,0
لحم,لَحِمَ,0
شعف,شَعَفَ,1
هذر,هَذِرَ,0
لحظ,لَحَظَ,0
لحن,لَحَنَ,0
نضح,نَضَحَ,0
حنش,حَنَشَ,1
لذع,لَذَعَ,0
لحم,لَحَمَ,0
لزب,لَزِبَ,0
حرض,حَرِضَ,0
غرس,غَرَسَ,0
مرع,مَرِعَ,0
مسح,مَسَحَ,0
عهر,عَهَرَ,1
فطس,فَطِسَ,0
دغم,دَغَمَ,0
سهب,سَهَبَ,1
مرض,مَرِضَ,0
لكع,لَكَعَ,0
خلع,خَلَعَ,0
مرج,مَرِجَ,0
مرس,مَرِسَ,0
معز,مَعِزَ,0
معد,مَعَدَ,0
فقس,فَقَسَ,0
مخض,مَخِضَ,0
مته,مَتِهَ,0
كشح,كَشَحَ,0
حزن,حَزِنَ,0
مرغ,مَرَغَ,0
مذر,مَذِرَ,0
حقل,حَقِلَ,1
مزح,مَزَحَ,0
مرق,مَرِقَ,0
زحم,زَحَمَ,0
لقم,لَقِمَ,0
كمد,كَمَدَ,0
لفع,لَفَعَ,0
خفض,خَفَضَ,0
فرق,فَرِقَ,0
كلم,كَلَمَ,1
لفظ,لَفَظَ,0
كلب,كَلِبَ,1
يسر,يَسَرَ,0
لفت,لَفَتَ,0
عزر,عَزَرَ,0
شعب,شَعَبَ,0
شهق,شَهِقَ,0
خلس,خَلَسَ,0
لبس,لَبَسَ,0
لبك,لَبِكَ,0
لبط,لَبَطَ,1
لبق,لَبِقَ,0
لبد,لَبَدَ,0
سخر,سَخِرَ,0
لحد,لَحَدَ,0
ملق,مَلَقَ,0
لجب,لَجِبَ,1
نعظ,نَعَظَ,0
لفق,لَفَقَ,0
خمد,خَمِدَ,0
نغق,نَغَقَ,0
نشب,نَشِبَ,0
قفز,قَفَزَ,0
عرب,عَرِبَ,0
جعب,جَعَبَ,0
قبل,قَبِلَ,1
عقل,عَقِلَ,0
قلد,قَلَدَ,0
عجل,عَجِلَ,0
عرض,عَرَضَ,1
خصب,خَصِبَ,0
عزم,عَزَمَ,0
نهج,نَهَجَ,0
قطم,قَطَمَ,0
طمح,طَمَحَ,0
نغب,نَغَبَ,0
شلح,شَلَحَ,0
عصف,عَصَفَ,0
ظلم,ظَلَمَ,0
عرب,عَرَبَ,0
شخر,شَخَرَ,0
قمن,قَمِنَ,0
عدن,عَدَنَ,0
صور,صَوِرَ,1
عصم,عَصِمَ,1
شغل,شَغَلَ,0
عفس,عَفَسَ,0
طنف,طَنِفَ,0
قسر,قَسَرَ,0
ملح,مَلَحَ,0
هبر,هَبِرَ,0
عفر,عَفَرَ,0
عفر,عَفِرَ,0
سجس,سَجِسَ,0
قعر,قَعَرَ,0
عقب,عَقَبَ,1
عقر,عَقَرَ,0
غنم,غَنِمَ,0
سلم,سَلَمَ,1
قطب,قَطَبَ,0
بكم,بَكَمَ,0
جذب,جَذَبَ,0
قطب,قَطَبَ,0
تعب,تَعِبَ,0
عصف,عَصَفَ,0
عطب,عَطِبَ,1
علف,عَلَفَ,1
عقم,عَقِمَ,0
عكر,عَكِرَ,0
نغر,نَغَرَ,0
غطف,غَطِفَ,0
غفر,غَفَرَ,0
غضر,غَضِرَ,0
عمر,عَمِرَ,0
جرم,جَرَمَ,1
غطش,غَطِشَ,0
حلق,حَلَقَ,0
غلظ,غَلَظَ,0
جزم,جَزَمَ,0
مرع,مَرَعَ,0
جزع,جَزَعَ,0
لمع,لَمَعَ,0
نفط,نَفَطَ,0
دكن,دَكِنَ,0
لكع,لَكِعَ,0
علق,عَلِقَ,0
خشف,خَشَفَ,0
لمح,لَمَحَ,0
عمد,عَمَدَ,1
لهث,لَهَثَ,0
هزل,هَزَلَ,0
عمه,عَمَهَ,0
علن,عَلَنَ,0
عمر,عَمَرَ,0
عمش,عَمِشَ,0
غرف,غَرَفَ,0
غرم,غَرِمَ,0
غزل,غَزَلَ,0
غزل,غَزِلَ,0
بغم,بَغَمَ,0
هطل,هَطَلَ,0
ضغن,ضَغِنَ,0
خطف,خَطَفَ,0
حرم,حَرِمَ,0
سفر,سَفَرَ,1
عسر,عَسِرَ,0
عسل,عَسَلَ,0
فكر,فَكَرَ,0
غدق,غَدِقَ,0
قعر,قَعَرَ,0
حرق,حَرِقَ,0
غفر,غَفِرَ,0
غطش,غَطَشَ,0
غفق,غَفَقَ,0
نجد,نَجِدَ,0
نعل,نَعِلَ,0
غرض,غَرِضَ,1
رفل,رَفِلَ,0
غرض,غَرَضَ,1
نزع,نَزَعَ,0
قحم,قَحَمَ,0
نزف,نَزَفَ,0
نزل,نَزِلَ,0
نزع,نَزَعَ,0
ضمن,ضَمِنَ,0
نفر,نَفَرَ,0
نزل,نَزَلَ,0
دعث,دَعَثَ,0
خضع,خَضَعَ,0
رفق,رَفِقَ,0
نزه,نَزِهَ,0
نزق,نَزَقَ,0
نخع,نَخَعَ,1
عبق,عَبِقَ,0
ملس,مَلِسَ,0
صفر,صَفَرَ,1
معن,مَعِنَ,0
شحذ,شَحَذَ,0
سلط,سَلِطَ,0
ملص,مَلِصَ,0
قشر,قَشِرَ,0
برع,بَرَعَ,0
مهد,مَهَدَ,0
رفع,رَفَعَ,0
صبح,صَبَحَ,0
قنع,قَنَعَ,0
هرش,هَرَشَ,0
هرع,هَرَعَ,0
نحل,نَحَلَ,0
نحم,نَحَمَ,0
عهر,عَهِرَ,1
هزر,هَزَرَ,0
هدن,هَدَنَ,0
نقر,نَقِرَ,0
شهر,شَهَرَ,0
هرس,هَرَسَ,0
هرف,هَرَفَ,0
حدق,حَدَقَ,1
عوج,عَوِجَ,0
نجز,نَجِزَ,0
شرس,شَرِسَ,0
نحر,نَحَرَ,0
شعل,شَعِلَ,1
نزل,نَزَلَ,0
روع,رَوِعَ,0
بهظ,بَهَظَ,0
نخم,نَخِمَ,0
سوس,سَوِسَ,1
كبد,كَبِدَ,0
فلح,فَلَحَ,0
نده,نَدَهَ,0
هصر,هَصَرَ,0
شعب,شَعِبَ,0
فطن,فَطِنَ,0
هلك,هَلَكَ,0
كره,كَرِهَ,0
متح,مَتَحَ,0
نطع,نَطَعَ,0
همل,هَمَلَ,0
ميل,مَيِلَ,0
خطم,خَطَمَ,1
صرح,صَرَحَ,0
نعت,نَعَتَ,0
نشق,نَشِقَ,0
سرق,سَرَقَ,0
نغر,نَغِرَ,0
ظهر,ظَهَرَ,0
سبق,سَبَقَ,0
خدع,خَدَعَ,0
نشط,نَشِطَ,0
فلت,فَلَتَ,0
نفد,نَفِدَ,0
كسب,كَسَبَ,0
جسد,جَسِدَ,1
طعن,طَعَنَ,0
خثر,خَثِرَ,0
لبس,لَبِسَ,0
لسن,لَسَنَ,0
ندل,نَدِلَ,0
نبح,نَبَحَ,0
نبس,نَبَسَ,0
سهر,سَهِرَ,0
شهل,شَهِلَ,0
مكس,مَكَسَ,0
ذرب,ذَرِبَ,0
شده,شَدَهَ,0
حلس,حَلِسَ,1
نتح,نَتَحَ,0
ضمخ,ضَمَخَ,0
كسر,كَسَرَ,1
نكه,نَكِهَ,0
سخن,سَخِنَ,0
جرز,جَرِزَ,1
قحف,قَحَفَ,1
مغص,مَغِصَ,0
نبر,نَبَرَ,0
كنف,كَنَفَ,0
كرم,كَرَمَ,0
هزل,هَزِلَ,0
نهج,نَهِجَ,0
نبذ,نَبَذَ,0
دغل,دَغَلَ,1
نقع,نَقَعَ,0
نقه,نَقِهَ,0
نطق,نَطَقَ,0
غضب,غَضِبَ,0
يقظ,يَقِظَ,0
عرس,عَرِسَ,1
حصف,حَصَفَ,0
زرف,زَرَفَ,0
هرس,هَرِسَ,0
فحم,فَحَمَ,0
ملق,مَلِقَ,0
نكل,نَكِلَ,0
هبش,هَبَشَ,0
شحن,شَحِنَ,0
قهر,قَهَرَ,0
سرط,سَرِطَ,0
نمش,نَمِشَ,0
بدع,بَدَعَ,1
شهد,شَهِدَ,0
نحف,نَحِفَ,0
نقد,نَقِدَ,0
دنس,دَنِسَ,0
نهب,نَهَبَ,0
نفر,نَفَرَ,0
دمع,دَمَعَ,0
ركب,رَكِبَ,0
فرض,فَرَضَ,0
هجس,هَجَسَ,0
حقد,حَقَدَ,0
نهز,نَهَزَ,0
نهق,نَهَقَ,0
نهم,نَهَمَ,0
رهن,رَهَنَ,0
نهد,نَهَدَ,0
نهد,نَهَدَ,0
زجل,زَجِلَ,0
هتر,هَتَرَ,0
فتح,فَتَحَ,0
هبل,هَبِلَ,0
جهد,جَهِدَ,0
هتف,هَتَفَ,0
عذر,عَذَرَ,1
خلط,خَلَطَ,0
كبد,كَبَدَ,0
سقم,سَقِمَ,0
عجز,عَجَزَ,0
هتك,هَتَكَ,0
عوص,عَوِصَ,0
هجع,هَجَعَ,0
هرب,هَرِبَ,0
منع,مَنَعَ,0
هوش,هَوِشَ,0
طلح,طَلَحَ,0
هرج,هَرَجَ,0
لجن,لَجِنَ,1
قذر,قَذِرَ,0
قرع,قَرَعَ,0
يسر,يَسَرَ,0
نقذ,نَقِذَ,0
وعك,وَعَكَ,0
لقح,لَقَحَ,0
هوج,هَوِجَ,0
همع,هَمَعَ,0
بهت,بَهِتَ,0
شحط,شَحَطَ,0
هدل,هَدَلَ,0
هرق,هَرَقَ,0
هرم,هَرِمَ,0
حقر,حَقَرَ,0
هدج,هَدَجَ,0
جرح,جَرِحَ,0
هرب,هَرَبَ,0
لسع,لَسَعَ,0
هدب,هَدِبَ,0
رغب,رَغِبَ,0
هفت,هَفَتَ,0
نزه,نَزَهَ,0
همر,هَمَرَ,0
رجع,رَجَعَ,0
حبض,حَبِضَ,0
نبض,نَبَضَ,0
نكر,نَكِرَ,0
خدل,خَدِلَ,0
مرغ,مَرِغَ,0
رفع,رَفَعَ,0
نمر,نَمِرَ,0
زلع,زَلِعَ,0
غمس,غَمَسَ,0
حول,حَوِلَ,0
عدل,عَدَلَ,0
جمح,جَمَحَ,0
غمض,غَمُضَ,0
طفق,طَفِقَ,0
يتم,يَتِمَ,0
ربع,رَبَعَ,0
هزم,هَزَمَ,0
عرف,عَرَفَ,0
زند,زَنِدَ,0
جرم,جَرَمَ,1
هضل,هَضَلَ,0
خرد,خَرِدَ,1
عصر,عَصَرَ,1
قطع,قَطَعَ,0
عتل,عَتِلَ,0
حشم,حَشِمَ,0
فعل,فَعَلَ,0
خصف,خَصَفَ,0
حرز,حَرِزَ,0
بغض,بَغَضَ,0
غلط,غَلِطَ,0
شرع,شَرَعَ,0
صحر,صَحِرَ,0
زلق,زَلِقَ,0
نسف,نَسَفَ,0
بضع,بَضَعَ,0
عفن,عَفِنَ,0
بعث,بَعَثَ,1
عسف,عَسَفَ,0
صدغ,صَدَغَ,1
فلق,فَلَقَ,0
فصل,فَصَلَ,0
علج,عَلِجَ,0
نسم,نَسِمَ,0
همش,هَمَشَ,0
بلع,بَلَعَ,0
شدق,شَدِقَ,1
غطس,غَطَسَ,0
ثكل,ثَكِلَ,0
ذهل,ذَهَلَ,0
رشد,رَشِدَ,0
زحر,زَحَرَ,0
شرك,شَرِكَ,0
سود,سَوِدَ,0
منح,مَنَحَ,0
كرع,كَرَعَ,0
صرف,صَرَفَ,0
رحم,رَحِمَ,1
غرق,غَرِقَ,0
تعس,تَعِسَ,0
بقع,بَقِعَ,0
سجع,سَجَعَ,0
لحق,لَحِقَ,0
عبس,عَبَسَ,0
فلس,فَلِسَ,1
لبن,لَبِنَ,0
خوص,خَوِصَ,1
عند,عَنَدَ,0
حذق,حَذِقَ,0
نسح,نَسَحَ,0
قصل,قَصَلَ,0
جهر,جَهِرَ,0
نسح,نَسِحَ,0
جذم,جَذَمَ,0
سلح,سَلَحَ,0
خزل,خَزِلَ,0
جمز,جَمَزَ,0
رتع,رَتَعَ,0
سفر,سَفَرَ,1
فوه,فَوِهَ,0
ذرف,ذَرِفَ,0
تمر,تَمِرَ,0
طحل,طَحَلَ,0
عذل,عَذَلَ,0
قدر,قَدَرَ,0
طرح,طَرِحَ,0
جشم,جَشِمَ,0
خنف,خَنَفَ,0
فرد,فَرَدَ,0
فزع,فَزَعَ,0
تعس,تَعَسَ,0
قشع,قَشَعَ,0
قرف,قَرِفَ,0
صهد,صَهَدَ,0
مخض,مَخَضَ,0
عقر,عَقَرَ,0
رقط,رَقِطَ,0
كلف,كَلِفَ,0
قرن,قَرِنَ,0
حرد,حَرَدَ,0
قصر,قَصَرَ,0
فضح,فَضَحَ,0
نعل,نَعَلَ,0
لبث,لَبِثَ,0
صهل,صَهَلَ,0
ضرع,ضَرَعَ,0
كعب,كَعَبَ,0
فزر,فَزِرَ,0
خرم,خَرِمَ,0
طلق,طَلَقَ,0
لزب,لَزَبَ,0
رهط,رَهَطَ,1
قرس,قَرِسَ,0
هرش,هَرِشَ,0
بخر,بَخَرَ,0
حرف,حَرَفَ,0
هرع,هَرِعَ,0
جرش,جَرَشَ,0
نشج,نَشَجَ,0
شقر,شَقِرَ,0
كدس,كَدَسَ,0
فسخ,فَسِخَ,0
يمن,يَمَنَ,0
نصح,نَصَحَ,0
شمق,شَمِقَ,0
طمر,طَمِرَ,1
حبق,حَبَقَ,1
ضبط,ضَبَطَ,0
كبر,كَبِرَ,0
كحل,كَحَلَ,0
كثم,كَثِمَ,0
غدر,غَدَرَ,0
ذقن,ذَقِنَ,0
حمل,حَمَلَ,1
لغم,لَغَمَ,0
ذهل,ذَهِلَ,0
كظم,كَظَمَ,0
قدر,قَدِرَ,0
قرح,قَرِحَ,0
نهض,نَهَضَ,0
نشب,نَشِبَ,0
شغب,شَغَبَ,0
نضخ,نَضَخَ,0
هرج,هَرِجَ,0
هضم,هَضَمَ,0
مغس,مَغَسَ,0
كفح,كَفَحَ,0
هتم,هَتِمَ,0
نسخ,نَسَخَ,0
نسغ,نَسَغَ,0
رشح,رَشَحَ,0
نصب,نَصَبَ,0
حدم,حَدَمَ,0
فتل,فَتَلَ,0
ضرب,ضَرِبَ,0
كدح,كَدَحَ,0
مرق,مَرَقَ,0
دمس,دَمِسَ,0
هتم,هَتَمَ,0
نضج,نَضِجَ,0
غرب,غَرِبَ,0
كشر,كَشِرَ,0
نضد,نَضَدَ,0
معك,مَعَكَ,0
لحم,لَحَمَ,0
رمد,رَمِدَ,0
قصم,قَصَمَ,0
عجب,عَجِبَ,0
عقر,عَقِرَ,0
فتش,فَتَشَ,0
صفق,صَفَقَ,1
دحق,دَحَقَ,0
سبك,سَبَكَ,0
حشف,حَشَفَ,1
كشر,كَشَرَ,0
دسم,دَسِمَ,0
قنط,قَنِطَ,0
صقل,صَقِلَ,0
سطع,سَطَعَ,0
كمد,كَمِدَ,0
عشر,عَشَرَ,0
رصف,رَصِفَ,0
سدس,سَدَسَ,0
رزق,رَزَقَ,1
حزن,حَزَنَ,0
زمل,زَمَلَ,0
نجد,نَجَدَ,0
شعر,شَعَرَ,0
بطن,بَطَنَ,0
سرط,سَرَطَ,0
حرز,حَرُزَ,0
رطب,رَطَبَ,0
رطن,رَطَنَ,0
سقط,سَقَطَ,1
رسف,رَسَفَ,0
خمص,خَمُصَ,0
سفط,سَفَطَ,1
رطب,رَطَبَ,0
عضل,عَضَلَ,0
تجر,تَجَرَ,0
حجب,حَجَبَ,1
نكد,نَكَدَ,0
حرم,حَرُمَ,0
رسب,رَسُبَ,0
شعر,شَعُرَ,0
زمر,زَمَرَ,0
طفل,طَفَلَ,0
دمس,دَمَسَ,0
زنم,زَنَمَ,0
شتم,شَتُمَ,0
جمد,جَمَدَ,0
ضرج,ضَرَجَ,0
سفه,سَفُهَ,0
سبل,سَبَلَ,1
سكت,سَكَتَ,0
ضرح,ضَرَحَ,0
كمش,كَمُشَ,0
خبر,خَبَرَ,0
حزب,حَزَبَ,1
خرع,خَرُعَ,0
سخن,سَخُنَ,0
ضرح,ضَرَحَ,0
سخن,سَخَنَ,0
رشق,رَشُقَ,0
رخم,رَخُمَ,0
طرق,طَرَقَ,1
ضرح,ضَرَحَ,0
سبخ,سَبَخَ,0
مضغ,مَضَغَ,0
زلم,زَلَمَ,0
سفط,سَفُطَ,1
زمج,زَمَجَ,0
نفد,نَفَدَ,0
كبر,كَبَرَ,0
رطم,رَطَمَ,0
نضر,نَضَرَ,0
خرب,خَرَبَ,0
سرب,سَرَبَ,1
رطن,رَطَنَ,0
شمر,شَمَرَ,0
هذر,هَذَرَ,0
مسل,مَسَلَ,0
شجب,شَجَبَ,0
زلف,زَلَفَ,1
سقف,سَقَفَ,0
سرد,سَرَدَ,0
سغب,سَغَبَ,0
سجن,سَجَنَ,0
سحق,سَحُقَ,0
شغر,شَغَرَ,0
سكر,سَكَرَ,0
ضمر,ضَمُرَ,0
رصن,رَصُنَ,0
زهر,زَهُرَ,1
حزر,حَزُرَ,0
شلخ,شَلَخَ,0
جذل,جَذَلَ,0
شعر,شَعَرَ,0
عجف,عَجُفَ,0
نكف,نَكَفَ,0
خلد,خَلَدَ,0
سطر,سَطَرَ,1
ركز,رَكَزَ,0
ذكر,ذَكَرَ,0
رقط,رَقَطَ,0
رقن,رَقَنَ,0
ذلق,ذَلِقَ,0
مدق,مَدَقَ,1
بثر,بَثَرَ,0
جلب,جَلَبَ,0
جمر,جَمَرَ,1
خرف,خَرَفَ,0
عكف,عَكَفَ,0
بطش,بَطَشَ,0
بصق,بَصَقَ,0
دبل,دَبَلَ,0
ثمن,ثَمَنَ,0
ربض,رَبَضَ,0
خرص,خَرَصَ,0
حبر,حَبَرَ,1
جعد,جَعُدَ,1
ربد,رَبَدَ,1
بدر,بَدَرَ,0
رفق,رَفُقَ,0
ذقن,ذَقَنَ,0
بذخ,بَذَخَ,0
بدر,بَدَرَ,0
ربض,رَبَضَ,0
رفه,رَفُهَ,0
بدن,بَدَنَ,0
بسر,بَسَرَ,1
خطر,خَطُرَ,0
بزل,بَزَلَ,0
درس,دَرَسَ,0
ذرب,ذَرَبَ,0
حلم,حَلَمَ,0
حصن,حَصُنَ,0
رخف,رَخَفَ,0
زجر,زَجَرَ,0
قتم,قَتَمَ,0
خرف,خَرُفَ,0
درس,دَرَسَ,0
بشر,بَشُرَ,0
كمل,كَمَلَ,0
رغد,رَغُدَ,0
رعف,رَعَفَ,0
بطن,بَطُنَ,0
بصر,بَصُرَ,0
جلد,جَلُدَ,0
دمر,دَمَرَ,0
نذر,نَذَرَ,0
رفق,رَفَقَ,0
خلب,خَلَبَ,1
بطن,بَطَنَ,0
دثر,دَثَرَ,1
رفض,رَفَضَ,0
خرط,خَرَطَ,0
دخل,دَخَلَ,0
عمق,عَمُقَ,0
رهف,رَهُفَ,0
وسم,وَسُمَ,0
بلغ,بَلُغَ,0
جزل,جَزُلَ,1
رطل,رَطَلَ,1
ذهن,ذَهَنَ,0
بلج,بَلَجَ,0
برز,بَرُزَ,0
جرز,جَرُزَ,1
جفر,جَفَرَ,0
جرم,جَرُمَ,1
مثل,مَثَلَ,1
خضر,خَضَرَ,0
جرج,جَرَجَ,1
شعر,شَعَرَ,0
جدل,جَدَلَ,1
زند,زَنَدَ,0
جرذ,جَرَذَ,0
جدر,جَدُرَ,1
معز,مَعَزَ,0
ثمن,ثَمُنَ,0
حطب,حَطَبَ,0
حضر,حَضَرَ,0
جرد,جَرَدَ,0
جذر,جَذَرَ,1
جسر,جَسَرَ,0
حلب,حَلَبَ,0
تلد,تَلَدَ,0
حظر,حَظَرَ,0
نقد,نَقَدَ,0
ثقل,ثَقُلَ,0
سكر,سَكَرَ,0
حلب,حَلَبَ,0
برز,بَرَزَ,0
رمل,رَمَلَ,0
دمج,دَمَجَ,0
حصل,حَصَلَ,0
ثبت,ثَبَتَ,0
جبل,جَبَلَ,1
جمل,جَمَلَ,1
جفل,جَفَلَ,0
سفل,سَفُلَ,0
حكم,حَكُمَ,0
بلغ,بَلَغَ,0
برم,بَرَمَ,1
بذل,بَذَلَ,0
ثبط,ثَبَطَ,0
بذر,بَذَرَ,1
جمل,جَمُلَ,1
دلك,دَلَكَ,0
نظر,نَظَرَ,0
حصف,حَصُفَ,0
ربط,رَبَطَ,0
بهج,بَهُجَ,0
رجل,رَجَلَ,0
شجن,شَجَنَ,0
دخن,دَخَنَ,0
صمت,صَمَتَ,0
شجب,شَجَبَ,0
خدم,خَدَمَ,0
سدن,سَدَنَ,0
شبح,شَبُحَ,0
حدر,حَدَرَ,0
رجب,رَجَبَ,1
ربل,رَبَلَ,1
خثر,خَثُرَ,0
رخص,رَخُصَ,0
جهم,جَهُمَ,0
عمر,عَمَرَ,0
حدس,حَدَسَ,0
خثر,خَثَرَ,0
صلد,صَلُدَ,0
مرس,مَرَسَ,0
نقس,نَقَسَ,0
شجن,شَجُنَ,0
بتر,بَتَرَ,0
فتق,فَتَقَ,0
شطر,شَطَرَ,0
صدغ,صَدَغَ,1
سنج,سَنَجَ,1
شبم,شَبَمَ,0
نتن,نَتُنَ,0
سهم,سَهُمَ,1
صغر,صَغَرَ,0
شهم,شَهُمَ,0
شغر,شَغَرَ,0
رسخ,رَسَخَ,0
خمس,خَمَسَ,1
رسن,رَسَنَ,0
رصف,رَصَفَ,0
خلف,خَلَفَ,0
شبر,شَبَرَ,0
قحب,قَحَبَ,0
رصد,رَصَدَ,0
شدن,شَدَنَ,0
صبغ,صَبَغَ,0
خبر,خَبُرَ,0
رتب,رَتَبَ,0
شرخ,شَرَخَ,0
شحب,شَحَبَ,0
سلب,سَلَبَ,0
سهل,سَهُلَ,0
شكم,شَكَمَ,0
شرف,شَرَفَ,0
صدر,صَدَرَ,0
سهم,سَهَمَ,1
صبع,صَبَعَ,0
خرز,خَرَزَ,1
رمد,رَمَدَ,0
خمص,خَمَصَ,0
رنق,رَنَقَ,0
ثخن,ثَخُنَ,0
برد,بَرُدَ,1
حسب,حَسُبَ,0
شهد,شَهُدَ,0
رجن,رَجَنَ,0
حكم,حَكَمَ,0
صغر,صَغُرَ,0
صفق,صَفُقَ,1
ملط,مَلَطَ,0
سجد,سَجَدَ,0
سمط,سَمَطَ,0
نعج,نَعَجَ,0
جثم,جَثَمَ,0
خرت,خَرَتَ,0
هجن,هَجَنَ,0
سمط,سَمَطَ,0
خطب,خَطَبَ,1
سمل,سَمَلَ,0
حمر,حَمَرَ,0
حلم,حَلُمَ,0
صلت,صَلَتَ,0
زعم,زَعَمَ,0
سكن,سَكَنَ,0
رجس,رَجَسَ,0
دخس,دَخَسَ,0
رجم,رَجَمَ,1
صمخ,صَمَخَ,1
ضبر,ضَبَرَ,0
صهب,صَهُبَ,0
رخف,رَخُفَ,0
حشد,حَشَدَ,0
نبع,نَبَعَ,0
متن,مَتُنَ,0
رخم,رَخَمَ,0
سلف,سَلَفَ,0
خلع,خَلُعَ,0
حبر,حَبَرَ,1
شنع,شَنُعَ,0
ختر,خَتَرَ,0
صقر,صَقَرَ,1
ركن,رَكُنَ,0
صلب,صَلُبَ,0
سمك,سَمُكَ,0
خلق,خَلَقَ,0
خبل,خَبَلَ,0
رمس,رَمَسَ,0
خلق,خَلَقَ,0
قدم,قَدَمَ,0
رمل,رَمَلَ,0
ثلج,ثَلَجَ,0
ركد,رَكَدَ,0
سعل,سَعَلَ,0
ردح,رَدُحَ,0
صرح,صَرُحَ,0
مكر,مَكَرَ,0
نطل,نَطَلَ,0
ثلث,ثَلَثَ,0
حسر,حَسَرَ,0
سلك,سَلَكَ,1
خفق,خَفَقَ,0
غرب,غَرُبَ,0
ندر,نَدُرَ,0
نبت,نَبَتَ,0
زعم,زَعُمَ,0
عنق,عَنَقَ,0
فجر,فَجَرَ,0
شجر,شَجَرَ,0
خفت,خَفَتَ,0
ختل,خَتَلَ,0
دبغ,دَبَغَ,0
عزب,عَزَبَ,0
شخص,شَخُصَ,1
كتل,كَتَلَ,0
